Barcode,Call Number,Title,Author,Year,Edition,ISBN,Publication,Publisher,Collection Code,Physical Description,Note Area,Price
HS01075,FIL 959.902 D8771 2015,Rizal: His legacy to Philippine Society,"Duka, Cecilio D.",2015,Revised Edition,9789712731051,Mandaluyong City,"Anvil Publishing, Inc.",FIL,191p. : ill. ; 26 cm.,"Co-Author: Rowena A. Pila
w/bibliography",
HS01076,FIL 899.21 G95 2002,Precious in my eyes: God-tales for young and old,"Guillemente, Nil",2002,,9715046320,Makati City,St. Paul,FIL,170p. ; 21 cm.,,
HS01077,FIL 899.21 A31 2000,Mapangaraping kagandahan,"Alabado, Ceres S.C.",2000,,9711010232,Quezon City,New Day Publishers,FIL,"viii, 168p. : ill. ; 23 cm.",,
HS01078,FIL 899.21 B17 2003,Florante ate laura,"Balagtas, Francisco",2003,,9789715084772,Quezon City,"Adarna House, Inc.",FIL,152p. ; 23 cm.,"mayroong talasalitaan
Edito: Virgilio S. Almario",
HS01079,FIL 808.81 Fa269 2004,Father poems,"Abad, Gemino H.",2004,,9712714829,Pasig City,"Anvil Publishing, Inc.",FIL,139p.21 cm.,,
HS01080,FIC W996 1990,The Swiss family obinson,"Wyss, Johann",1990,,9780759398733,New York,Baronet books,FIC,238p.: ill.; 21cm,,
HS01081,TR 428.1 K194 2005,Double-check your workplace english,"Keeler, Richard",2005,,9711011468,Quezon City,New Day Publishers,TR,78p.: ill.; 19cm,,
HS01082,TR 303.327 P5383 1976,Keeping your balance: friendship peer pressure,,1976,,9711308525,,Philippine Bible Society,TR,53p.; 18cm,,
HS01083,TR 248.4 R33 2005,What is the point of being a Christian?,"Radcliffe, Timothy OP",2005,,860123693,New York,Burns & Oates,TR,218p.; 22cm,,
HS01084,TR 808 C9573 2009,Public speaking and personality development,"Cruz-Tapalla, Wilma",2009,,9789712722684,Mandaluyong City,"Anvil Publishing, Inc.",TR,250p.; 23cm,,
HS01085,TR 372 J371 1998,Making a difference for kids,"Jara, Lito S.",1998,,971101016,Quezon City,New Day Publishers,TR,"92.: ill,; 23cm",,
HS01086,TR 264.02 K8198 2001,Liturgy and justice: to worship God in spirit and truth,"Koester, Anne Y.",2002,,9780814627919,Minnesota,The Liturgical Press,TR,"xv, 188p.; 21cm",,
HS01087,TR 371.1 R8961 1997,An apple for my teacher,"Rubin, Louis D. Jr.",1997,,912697571,North Carolina,Algonquin Books of Chapel Hill,TR,"xiv, 186p.: ill.; 22cm",,
HS01088,TR 150 L965 1984,Educational psychology,"Lupdag, Anselmo D.",1984,,9789710821693,Mandaluyong City,National Book Store,TR,"xiii, 264p.; 22cm",,
HS01089,TR 155.2 SA59 2009,Personality: for today's young professional,"Santos, Amparo E.",2009,Second edition,9710870718,Mandaluyong City,National Book Store,TR,"xiv, 216p.: ill.; 26cm",,
HS01090,TR 346.015 AR12 2010,Family code of the Philippines: law and jurisprudence,"Aralar, Reynaldo B.",2010,,9710870866,Mandaluyong City,National Book Store,TR,"ix, 478p.; 23cm",,
HS01091,TR 510.7 R952 2007,Children's mathematics 4-15,"Ryan, Julie",2007,,9780335220427,New York,McGraw-Hill,TR,"vii, 252p.; 23cm",w/ index,
HS01092,TR 370.7 T818p 2005,Philosophy of education: a new perspective,"Tuibeo, Amable G.",2005,,9717251231,Makati City,Grandwater Publications,TR,245p.; 22cm,,
HS01093,TR 320.5 T286 2008,Towards a national ideology,"Teston, Modesto Matignas",2008,,9789719427506,Pasay City,Airways Publications,TR,"x, 59p.;23cm",,
HS01094,TR 370.11 P3771 2013,Teaching values using creative strategies,"Del Castillo, Fides Antonio",2013,,9789710.918,Quezon City,Great Books Publishing,TR,108p.; 22cm,,
HS01095,FIL 899.211 R3305L 2009,Laro sa baga,"Reyes, Edgardo M.",2009,,9789715847445,Quezon City,C &E Publishing,FIL,523p. ; 18 cm.,,
HS01096,FIL 899.214 B878 1996,Dulaang hiligaynon,"Lucero, Rosario Cruz",1996,,9715502202,Manila,Ateneo De Manila University Press,FIL,392p. ; 19 cm.,"mayroong glosari
Isinatipon ni Rosario Cruz Lucero
Isinalin nina Ricardo Oebanda, Jr. at 
Rosario Cruz Lucero",
HS01097,FIL 899.2113 K976 1998,50 Kuwentong ginto ng 50 batikang kuwentista: aklat I,"Reyes, Pedrito",1998,,971550275X,Manila,Ateneo De Manila University Press,FIL,"xxi, 346p. ; 18 cm.",,
HS01098,TR 158.4 M835m 2008,Making room for leadership,"Morse, Marykate",2008,,9789710091010,Manila,OMFIL Literature Inc.,TR,218p.; 21cm,,
HS01099,GC 820 M553 2010,Gems in english and american literature 3,"Mercado, Julio F.",2010,,9789712723827,Pasig City,"Anvil Publishing, Inc.",GC,"xxxiv, 320p.: ill.; 26cm",,
HS01100,GC 893 C129 2010,Gems in afro-asian literature 2,"Calixihan, Jovita",2010,,9789712723834,Pasig City,"Anvil Publishing, Inc.",GC,"xxxii, 294p.: ill.; 26cm",,
HS01101,GC 893 C129 2010 c.1,Gems in afro-asian literature 2,"Calixihan, Jovita",2010,,9789712723834,Pasig City,"Anvil Publishing, Inc.",GC,"xxxii, 294p.: ill.; 26cm",,
HS01102,GC 895 BA18 2010,Gems in Philippines literature,"Balarbar, Corazon V.",2010,,9789712723841,Pasig City,"Anvil Publishing, Inc.",GC,"xlii, 500p.: ill.; 26cm",,
HS01103,GC 158.1 h3235 2008,The seven rules of success,"Harrold, Fiona",2008,,9781933648736,New York,Pegasus Books,GC,246p.; 21cm,,
HS01104,TR 303.34 B592h 1999,The heart of a leader,"Blanchard, Ken",1999,,9718340920,,Lighthouse Books,TR,157p.; 16cm,,
HS01105,GC 796.357 AH435 1990,The summer game,"Angell, roger",1990,,140131213,New York,Penguin Books,GC,"xii, 303p.; 20cm",,
HS01106,GC 954.035 G195s 2018,The story of my experiments with truth,"Gandhi, M.K",2018,,9789386869357,India,A Wilco Book,GC,340p.; 20cm,,
HS01107,FIL 263,Aral ng kuwaresma at pondo ng pinoy,,,,,Manila,"Pondo ng Pinoy Community Foundation, Inc.",FIL,75p.; 21cm,,
HS01108,GC 220.6 M46 1999,Revelation,"Maxwell, Marcus",1999,,9715018416,Quezon City,Claretian Publications,GC,221p.; 20cm,,
HS01109,GC 547 O68 2000,Organic chemistry,"Meislich, Herbert",2000,,9780070527188,New York,McGraw-Hill,GC,"vi, 138p.: ill.; 22cm",,
HS01110,200 D5689 1999,Homage to the blessed Padre Pio,,1999,,,,,GC,76p.: ill.; 19cm,,
HS01111,GC 813.54 B11 1970,Jonathan livingston seagull: a story,"Bach, Richard",1970,,380012863,New York,Avon Books,GC,126p: ill.; 18cm,,
HS01112,GC 823.8 H395c 2016,Charles Dickens and his circle,"Hawskey, Lucinda",2016,,9781855145962,London,National Portrait Gallery Publications,GC,119p.: col. ill.; 20cm,w/ index,
HS01113,GC 973.92 B659h 2016,"Hillary Rodham Clinton: a wo,an living history","Blumenthal, Karen",2016,Revised and updated,9781250115119,New York,Square Fish,GC,472p.: ill.; 22cm,,
HS01114,GC 815.008 W357 2015,Way more than luck: commencement speeches,,2015,,9781452135199,San Francisco,Chronicle Books LLC,GC,192p.; 22cm,,
HS01115,GC 952 M68 2010,Jungle of no mercy: memoir of a japanese soldier,"Mizuguchi, Hiroyuki",2010,,9789712723803,Pasig City,"Anvil Publishing, Inc.",GC,"vii, 220p.; 23cm",,
HS01116,TR 150 D622 2003,General psychology,"Dizon, Priscila B.",2003,,9712337820,Manila,Rex Book Store,TR,"xv, 477p.: ill.; 23cm",,
HS01117,GC 796.322 P1967 2008,How football explains America,"Paolantonio, Sal",2008,,9781600780462,Chicago,Triumph Books,GC,"xxvii, 211p.: ill.; 21cm",,
HS01118,GC 011.62 W745 2002,Books children love,"Wilson, Elizabeth",2002,,1581341989,Illinois,Crosway Books,GC,320p.: ill.; 23cm,,
HS01119,GC 507 H75 2001,Science fiction,,2001,,30529476,New York,"Holt, Rinehart & Winston",GC,"x, 310p.; 23cm",,
HS01120,GC 590 A87 1994,General zoology,"Atienza, Rosario F.",1994,Revised edition,,Manila,UST Publishing House,GC,"ix, 312p.: ill.; 22cm",,
HS01121,GC 807.8 K843 1994,Explorations in world literature: reading to enhance academic skills,"Shaffer-Koros, Carole M.",1994,,97805216577440,New York,Cambridge University Press,GC,"xx, 218p.; 24cm",,
HS01122,GC 507.8 OI21c 2003,Science fair projects,"O'Leary, Nancy K.",2003,,1592571379,New York,Penguin Group,GC,"xv, 343p.: ill.; 24cm",,
HS01123,GC 004.67 C9326 2009,Internet technology with HTML and introduction to web page design,"Crisostomo, Conchita Camba",2009,Second edition,,,3K-IT Educational Services,GC,164p.: ill.; 23cm,,
HS01125,GC 510 M4788 2000,Progress in mathematics,"McDonnell, Rose Anita",2000,,821526065,,Sadlier-Oxford,GC,"xii, 548p.: col. ill.; 27cm",,
HS01126,GC 510 M4788 2000,New progress in mathematics,"McDonnell, Rose Anita",2000,,821517055,,Sadlier-Oxford,GC,"xii, 500p.: col. ill.; 27cm",,
HS01127,GC 519.5 N758g 2000,General statistics,"Nocon, Ferdinand P.",2000,,9710861077,Mandaluyong City,National Book Store,GC,"xii, 192p.: ill.; 26cm",,
HS01128,GC 363.124 K371 1986,The sotry of the challenger disaster,"Kent, Zachary",1986,,51604673,Chicago,Children Press,GC,31p.: ill.; 25cm,,
HS01129,GC 510.712 H698 1996,Secondary math: an integrated approach,"Hoffer, Allan",1996,,201352184,California,Addison-Wesley Publishing Company,GC,846p.: ill.; 24cm,,
HS01130,GC 500 M426 1995,Math 5 for Christian school,,1995,Second edition,890848211,"South CArolina, Bb Jones University Press",,GC,412p.: col. ill.; 24cm,,
HS01131,GC 828 T5622 2001,Farah,"Tiempo, Edilberto K.",2001,,9711010461,Quezon City,New Day Publishers,GC,358p.; 23cm,,
HS01132,GC 658 R4621 2010,Information technology management,"Reynolds, George W.",2010,,9789814314794,Singapore,Cengage Learning Asia Pte Ltd,GC,329p.: il.; 23cm,,
HS01133,GC 658 S3986 2011,Management of information technology projects,"Schwalbe, Kathy",2011,,9789814336819,Singapore,Cengage Learning Asia Pte Ltd,GC,521p.: ill.; 23cm,,
HS01134,GC 428.22 F65 2009,Great sentences for grat paragraphs,"Folse, Keith S.",2009,Second edition,9789814296069,Singapore,Cengage Learning Asia Pte Ltd,GC,272p.: ill.; 25cm,,
HS01135,GC 968.065 S477n 2016,Nelson Mandela,"Senker, Cath",2016,,9781406297539,Raintree,,GC,48p.: col. ill.; 25cm,,
HS01136,GC 921 Z69 2011,Steve Jobs: american genius,"Ziller, Amanda",2011,,9780062197658,New York,Collins,GC,162p.; 20cm,,
HS01137,GC 808.81 N451 1969,New comic limericks,"Nash, Ogden",1969,,,London,Roger Schlesinger,GC,63p.; 20cm,,
HS01138,FIL 899.211FIL K976 1998,50 Kuwentong ginto ng 50 batikang kuwentista: aklat I,"Reyes, Pedrito",1998,,9715502199,Quezon City,Ateneo De Manila University Press,FIL,"xviii, 474p. : ill. ; 18 cm.",,
HS01139,FIL 899.21 F81 1982,Maganda pa ang daigdig,"Francisco, Lazaro",1982,,9715501699,Quezon City,Ateneo De Manila University Press,FIL,"xii, 362p. ; 18 cm.",,
HS01140,FIL 899.2113 B328 1983,"Bata, bata...pa'no ka ginawa?","Bautista, Lualhati",1983,,9711900971,Mandaluyong City,Cacho Publishing House,FIL,239p. ; 18 cm,,
HS01141,FIL 899.2113 B328 1984 c.1.,"Bata, bata...pa'no ka ginawa?","Bautista, Lualhati",1983,,9711900971,Mandaluyong City,Cacho Publishing House,FIL,239p. ; 18 cm,,
HS01142,GC 658 C5921 2004,5 leadership essentials for women: developing your ability to make things happen,"Clark, Linda",2004,,9789710495900,Manila,OMFIL Literature Inc.,GC,231p.; 22cm,,
HS01143,GC 516 S7294 2000,How to solve word problems in geometry,"Sova, Dawn",2000,,007134652X,New York,McGraw-Hill,GC,153p.; 22cm,,
HS01144,GC 310 N1313 2008,Basics of statistic,"Nagar, Dhiraj",2008,,9788126135790,India,Anmol Publications Pvt. Ltd,GC,279p. ; 22cm,,
HS01145,GC 657.42 M344 1990,Cost accounting: planning and control,Matz,1990,Seventh edition,538018607,,"Mutual Books, Inc.",GC,"xiii, 880p.; 23cm",,
HS01146,GC 282 D618 2020,Ordo: the order of prayer for the liturgy of the hours and celebration of the eucharist for the dioceses of the Philippines,,2020,,,,Episcopal Commission on Liturgy (CBCPP) Archidiocesan Liturgical Commission Manila,GC,210p. ; 16cm.,,
HS01147,FIL 899.21 B29 2012,Una & miguel,"Bose, Lilledeshan",2012,,9789715081657,Quezon City,"Adarna House, Inc.",FIL,107p. ; 20cm.,,
HS01148,TR 510 C811969h 2013,Math challenge questions: 1st year high school,"Coronel, Illuminada",2013,,9789712728228,,"Anvil Publishing, Inc.",TR,"xxvi, 45p.:ill.;22cm","Sr. Illuminada C. Coronel, F.M.M.
Flordeliza F. Francisco, Ph.D.
Ian June L. Garces, Ph.D.",
HS01149,FIL 808.89 B94 [2015],Bumasa at lumaya 2: a sourcebook on children's literature in the Philippines,,[2015],,9789712732157,,"Anvil Publishing, Inc.",FIL,274p. : ill. ; 22 cm.,"Editors: Ani Rosa Almario
Neni Sta. Romana Cruz
Ramon C. Sunico",
HS01150,GC 238.2 C3579 2008,Catechism for filipino catholics,Catholic Bishops' Conference of the Philippines,2008,,9789710307302,,"Claretian Publications,
Word & Life Publications,
Pastoral Bible Foundation,
St Pauls",GC,"xxxviii, 606p. ; 19cm.",Corporate Author: Catholic Bishops' Conference of the Philippines,
HS01151,GC 238.2c C3579 1994,Catechism of the catholic church,[Author not found],1994,,9718816151,,World & Life Publications,GC,"xviii, 828p. ; 18cm.",,
HS01152,FIL 920.0599 D278 2017,"The icon revised Rizal (his works, writings) & the other heroes : (the freehand modular approach)","De Jesus, maria Bernadette A., Garcia, Jennifer U., Pelipada, Nelia M., Gabriel, Ueseni G., Sagadraca, Tessie T., Leonardo, Arnel M., Rios, Donna Teresita M., Eugenio, Linber Allan C., Cesar, Merriam B., Nayra, Dorothy G., Dizon, Erlinda B., Suyom, Emmanuel R., authors.",2017,,9786214090679,Mandaluyong City,Books Atbp. Publishing Corp.,FIL,"xii, 170 p. : ill. ; 22 cm.",,
HS01153,GC 796.33 C9121 2007,Coaching team basketball: developing winning players with a team-first attitude,"Crean, Tom",2007,,71465640,New York,McGraw-Hill,GC,"xix, 202p.: ill.; 24cm",,
HS01154,GC 808.83 R28 1997,Reader's Digest,,1997,,,New York,"Reader's Digest Association, Inc",GC,573p.; 20cm,,
HS01155,GC 823.91 W25 2005,War of the worlds,"Friedman, Josh",2005,,1557047014,New York,Newmarket Press,GC,"ix,161p.; 19cm",,
HS01156,GC 428 G7991 2000,Language readers,"Greene, Jane Fell",2000,,1570354375,,Sopris West,GC,189p.: col. ill.; 24cm,,
HS01157,GC 241 L4775 2004,"Magis : writings on faith, joy, and love","Lee-Chua, Queena N.",2004,,9710358014,,Ateneo Manila University,GC,"xv, 205p.; 20cm",,
HS01158,GC 822.33 SH152 1991,Measure for measure,"Bawcutt, N.W. (editor)",1991,,9780192834225,,Oxford University Press,GC,"ix, 255p.; 20cm",,
HS01159,GC 893 N433 2010,Gems in world literature,"Nem Singh, Rosario P.",2010,,9789712723810,Pasig City,"Anvil Publishing, Inc.",GC,405p.: ill.; 26cm,,
HS01160,GC 808.51 T16 2012,Public speaking and speech improvement,"Tan, Arsenia B.",2012,Fourth edition,9710859315,Mandaluyong City,National Book Store,GC,"xv, 478p.; 21cm",,
HS01161,GC 813 M62 1983,Poland,"Michener, James A.",1983,,9780552124614,,A Corgi Book,GC,"xvi, 848p.; 18cm",,
HS01162,GC 221.6 S36 1964,Introducing old testament teology,"Schofield, J.N",1964,,334007038,London,SCM Press Ltd.,GC,126p.; 19cm,,
HS01163,GC 808.51 G97 1972,Elements of public speaking,"Gupit, Fortunato Jr.",1972,Third dition,,Manila,Rex Book Store,GC,"xxv, 245p.; 22cm",,
HS01164,GC 921 L1928 2011,Steve Jobs: thinking differently,"Lakin, Patricia",2011,,9781442453938,New York,Alladin,GC,175p.; 20cm,,
HS01165,TR 570 C8169m 2013,Math challenge question,"Coonel, lluminada",2013,,9789712727191,Mandaluyong City,"Anvil Publishing, Inc.",TR,"xxv, 81p.; 22cm",,
HS01166,FIL 516 C111g 1981,Geometry,"Cabansay, Myrna Arendoque",1981,,9716480446,San Juan,Academe Publishing House,FIL,348p.: ill.; 24cm,,
HS01167,GC 640 H528b 2001,The bust DIY guide to life,"Henzel, Laurice",2001,,9781584798965,New York,STC Craft/ A Melanie FAlick Book,GC,368p.: col. ill.; 26cm,,
HS01168,GC 746.434 K6923 2003,Simple crochet,"Knight, Erika",2003,,184400015x,London,Quadrille Publishing Limited,GC,128p.: col. ill.; 26cm,,
HS01169,GC 004.21 R2271 2009,How to do just anything on a computer,,2009,,9780888509680,Canada,Reader's Digest Association,GC,382p.: col. ill.; 22cm,,
HS01170,786.2 F115p,Piano adventures,"Faber, Nancy & Randall",,,929666623,,,GC,47p.; 31cm,,
HS01171,786.2 F115p,Piano adventures,"Faber, Nancy & Randall",,,,,,GC,47p.; 31cm,,
HS01172,786.2 F115p,Piano adventures,"Faber, Nancy & Randall",,,,,,GC,47p.; 31cm,,
HS01173,GC 940.53 P9661 2009,"Anne Frank : the book, the life, the afterlife","Prose, Francine",2009,,9780061430794,New York,HarperCollins,GC,"x, 322p.: 22cm",,
HS01174,GC 895 T999 2011,The art of war,"Tzu, Sun",2011,,9780007420124,London,Harper Press,GC,"viii, 96p.; 18cm",,
HS01175,TR 510 C811969c 2013,Math challenge questions: Grade 4,"Coronel, Illuminada",2013,,9789712727177,,"Anvil Publishing, Inc.",TR,"xxv, 64p.:ill.;22cm","Sr. Illuminada C. Coronel, F.M.M.
Flordeliza F. Francisco, Ph.D.
Ian June L. Garces, Ph.D.",
HS01176,FIL 641.59 F33 2014,Country cooking: Philippine regional cuisines,"Fenix, Michaela",2014,,9789712728617,Mandaluyong City,"Anvil Publishings, Inc.",FIL,"xiv, 239p. : ill. ; 23 cm.",,
HS01177,TR 510 C811969ha 2013,Math challenge questions: Grade 5,"Coronel, Illuminada",2013,,9789712727184,,"Anvil Publishing, Inc.",TR,"xxv, 48p.:ill.;22cm","Sr. Illuminada C. Coronel, F.M.M.
Flordeliza F. Francisco, Ph.D.
Ian June L. Garces, Ph.D.",
HS01179,FIL 899.2113 L2571 2005,Bathaluman at ibang kuwento,"Landicho, Domingo G.",2005,,9715504906,Quezon City,Ateneo De Manila University Press,FIL,"xvii, 238p. ; 18 cm.",,
HS01180,FIL 959.9 Fr844 2010,A history of the Philippines: from indios bravos to filipinos,"Francia, Luis H.",2010,,9781590202852,New York,The Overlook Press,FIL,352p. : ill. ; 24 cm.,,
HS01181,FIL 808.83 On3a 2010,Ang mga kaibigan ni mama susan,"Ong, Bob",2010,,9710545035,Pasay City,"Visprint, Inc.",FIL,127p. ; 18 cm.,,
HS01182,FIL 899.2114 E92 2002,Anina ng mga alon,"Evasco, Eugenie Y.",2002,,9789715084765,Quezon City,"Adarna House, Inc.",FIL,114p. ; 20 cm.,,
HS01183,FIL 899.2113 R3305 2010,"Isla: si tarzan at si jane, at si chito","Reyes, Edgardo M.",2010,,9789710172450,Quezon City,"C & E Publishing, Inc.",FIL,367p. ; 18 cm.,,
HS01184,FIL 808.8132 L234 2010,Banyuhay ni Lam-ang,"Landicho, Domingo G.",2010,,9789715849524,Quezon City,"C & E Publishing, Inc.",FIL,"x, 117p. : ill. ; 18 cm.",,
HS01185,FIL 6165.4 L25 2011,Engkatado,"Landicho, Domingo G.",2011,,9789719924876,Quezon City,"C & E Publishing, Inc.",FIL,233p. : ill. ; 18 cm.,,
HS01186,FIL 889.2113083 M437 2009,"O, sintang lupa at iba pang mga kuwento","Matute, Genoveva Esdroza",2009,,9711011963,Quezon City,New Day Publishers,FIL,101p. ; 20cm.,,
HS01187,FIL 959.9036 G37 2001,It took four years for the rising sun to set (1941-1945),"Garcia, Joaquin",2001,,9715553877,Manial,De La Salle University Press,FIL,"viii, 221p. ; 23cm.",,
HS01188,FIL 920 C8196 2010,"Cory: an intimate portrait II, selected tributes amd eulogies",,2010,,9789712723643,Manila,"Anvil Publishing, Inc.",FIL,"viii, 155p. ; 23cm.",,
HS01189,FIL 959.90 G18 2000,Empire of memory,"Gamalinda, Eric",2000,,9712709493,Manila,"Anvil Publishing, Inc.",FIL,305p. : ill. ; 22cm.,,
HS01190,FIL 899.2103 T731 2001,Tribute: an anthology of contemporary Philippine fiction,,2001,,9712711099,Pasig City,"Anvil Publishing, Inc.",FIL,"vi, 350p. ; 22 cm.",,
HS01192,GC 540 G61 2001,How to solve word problems in chemistry,"Goldberg, David E.",2001,,71226915,New York,McGraw-Hill,GC,"vi, 231p.; 22cm",,
HS01193,GC 920 1997,Vikings,,1997,,9152004838,Swedish Institute,,GC,62p.: col. ill.; 23cm,,
HS01194,FIC J611 1997,Red scarFIL girl,"Jiang, Ji Li",1997,,439063000,New York,"Scholastic, Inc.",FIC,285p.; 20cm,,
HS01195,GC 242 2020,Didache: daily bible reflections for catholic,,2020,,1177702,Quezon City,"Shepherd's Voice Publications, Inc.",GC,16cm,,
HS01196,GC 920 1992,Biographies,,1992,,590492942,New York,"Scholastic, Inc.",GC,55p.: ill.; 20cm,,
HS01197,GC 641 SE44 1997,Secrets of Japanese cooking,,1997,,9712714713,Pasig City,"Anvil Publishing, Inc,",GC,60p.: ill.; 18cm,,
HS01198,R 509 o643 2000,Scientist & inventors,"Orbeta, Ramon Nepomuceno",2000,,971885509,Manila,Zeus Publishing,REF,"vii, 104p.: ill.; 21cm",,
HS01199,GC 200 C315 1991,Letters to Dolcidia,"Carretto, CArlo",1991,,971504266X,Manila,St. Pauls,GC,224p.; 21cm,,
HS01200,GC 791.43 P757 2009,Life beyond measure: letters to my great-granddaughter,"Poitier, Sidney",2009,,9780061496202,New York,HarperCollins,GC,285p.: ill.; 21cm,,
HS01201,GC 796.332 S76 1991,Behind the lines,"Strock, Don",1991,,886875390,New York,Pharos Books,GC,223p.; 22cm,,
HS01202,GC 746 B877 1989,Embroidery kills: applique,"Brown, Pauline",1989,,185391058,London,Merehurst Press,GC,127p.: col. ill.; 23cm,,
HS01203,GC 500 2000,Science,,2000,,153176520,Orlando,Harcourt School Publishers,GC,col. ill.; 28cm,,
HS01204,GC 200,Our tour to the Holyland,,,English edition,,Qassem Company,,GC,176p.: col. ill.; 28cm,,
HS01205,GC 790 B724 2018,Book of dance 2018,,,,,,,GC,,,
HS01206,GC 790 B724 2018 c.1,Book of dance 2018,,,,,,,GC,,,
HS01207,GC 790 B724 2018,Book of dance Volume three,,,,,,,GC,,,
HS01208,GC 790 B724 2018 c.1,Book of dance Volume three,,,,,,,GC,,,
HS01209,GC 510 2001,Mathematics: concepts & skills,,2001,,618050450,,McDougal Littell Inc.,GC,"xxv, 620p.: col. ill.; 28cm",,
